Store,Production Area,Plan ID,Production Date,SKU Number,Description,Forecast Qty,Modified Qty,Modified By,Sales,Throwaways,Production Totals,
304,390,849422,10/17/2021,109821515,MIN: MORRISONS CHINESE RIBS,2,,,,,,
304,390,849422,10/17/2021,110230093,MIN: MORRISONS BBQ PORK RIB RACK,0,,,,,,
304,390,849422,10/17/2021,110280816,EXTRA TASTY WHOLE CHICKEN,8,,,,,,
304,390,849422,10/17/2021,110281069,PLAIN WHOLE CHICKEN 1.25-1.4KG,8,,,,,,
304,390,849422,10/17/2021,110482856,MIN: (B) MORRISONS LEMON HERB LEG QUARTERS,14,,,,,,
304,390,849422,10/17/2021,110482881,MIN: (B) MORRISONS PERI PERI LEG QUARTERS,17,,,,,,
304,390,849422,10/17/2021,110482928,MIN: (B) MORRISONS FIRECRACKER WINGS,75,,,,,,
304,390,849422,10/17/2021,110488633,MIN: MORRISONS 5 FIRECRACKER CHICKEN WINGS,15,,,,,,
304,390,849422,10/17/2021,110488730,MIN: MORRISONS LEMON & HERB CHICKEN LEG,2,,,,,,
304,390,849422,10/17/2021,110488772,MIN: MORRISONS 2 LEMON & HERB CHICKEN LEGS,2,,,,,,
304,390,849422,10/17/2021,110488810,MIN: MORRISONS 4 LEMON & HERB CHICKEN LEGS,2,,,,,,
304,390,849422,10/17/2021,110488836,MIN: MORRISONS PERI PERI CHICKEN LEG,3,,,,,,
304,390,849422,10/17/2021,110488887,MIN: MORRISONS 2 PERI PERI CHICKEN LEGS,3,,,,,,
304,390,849422,10/17/2021,110488924,MIN: MORRISONS 4 PERI PERI CHICKEN LEGS,2,,,,,,
304,390,849422,10/17/2021,110949567,MORRISONS BELLY PORK PORTION,5,,,,,,
304,390,849422,10/17/2021,111473441,MIN: MORRISONS 3 GARLIC & HERB CHICKEN THIGH FILLE,3,,,,,,
304,390,849422,10/17/2021,111473468,MIN: MORRISONS 5 GARLIC & HERB CHICKEN THIGH FILLE,1,,,,,,
313,390,849428,10/17/2021,103264421,MIN: Sausage Sandwich,2,,,,,,
313,390,849428,10/17/2021,103267824,MIN: Bacon Sandwich,0,,,,,,
313,390,849428,10/17/2021,104284116,Texan BBQ Chicken Wings,35,,,,,,
313,390,849428,10/17/2021,104284132,MIN: 'M' 5 Texan Chicken Wings,7,,,,,,
313,390,849428,10/17/2021,104284271,MIN: 'M' Plain Chicken Leg,4,,,,,,
313,390,849428,10/17/2021,104284280,MIN: 'M' 4 Plain Chicken Legs,4,,,,,,
313,390,849428,10/17/2021,104288230,MIN: 'M' Bacon Rib,2,,,,,,
